	ref	Regest Text	reg Name	Sex	Titles	Titles norm	Titles ref	Titles ref norm	Professions	Professions norm	staff	staff norm	off	off norm	fn role	Events ref	regest	regest date	from	to	dead	earliest possible death	year	fromyear	toyear
0	pe__wilhelm_herzog_von_oesterreich	Herzog Wilhalm	Herzog Wilhelm	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1482	1482	1401-01-19			False	 	1401		
1	pe__heinrich_egelhaimer_QGW_II_I_1482	saumerkneeht Hainreichen dem Egelhaimer	Heinrich Egelhaimer	m	 	 	 	 	 	 	saumerkneeht	Saumknecht	 	 	recipient	#ev__QGW_II_I_1482	1482	1401-01-19			False	 	1401		
2	pe__haunold_schuchler_II_QGW_II_I_1557	Haunolt der Schu/eechler, statrichter ze Wienn	Haunold Schuchler der Jüngere II	m	 	 	 	 	 	 	 	 	statrichter	Richter_Stadt	issuer	#ev__QGW_II_I_1483	1483	1401-01-28			False	 	1401		
3	pe__margarethe_QGW_II_I_1483	frau Margret, die paternustrerin	Margarethe die paternosterin	f	frau	Frau	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1483	1483	1401-01-28			False	 	1401		
4	pe__ulrich_slaffer_QGW_II_I_1483	Ulreichen dem Slaffer	Ulrich Slaffer	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1483	1483	1401-01-28			False	 	1401		
5	pe__haunold_schuchler_II_QGW_II_I_1557	Aussteller	Haunold Schuchler der Jüngere II	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1483	1483	1401-01-28			False	 	1401		
6	pe__peter_egelseber	Peter der Egelseber, der riemer purger ze Wienn	Peter Egelseber der Egelseber	m	purger ze Wienn	Buerger_in	 	 	riemer	Riemer	 	 	 	 	issuer	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
7	pe__agnes_QGW_II_I_1484	Frau Agnesen	Agnes Egelseber Gem. Peter Egelseber	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
8	pe__margarethe_QGW_II_I_1484	Muhmen junkfraun Margreten	Margarethe	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
9	pe__anna_QGW_II_I_1484	Muhme swester Annen	Anna	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
10	pe__niklas_pipping	Niclasen dem Pipping	Niklas Pipping	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
11	pe__niklas_QGW_II_I_1484	Beichtiger Niclasen, des sneider sun,	Niklas des schneiders Sohn	m	 	 	 	 	 	 	 	 	Beichtiger	Beichtvater	recipient	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
12	pe__niklas_weiss	Geschäftsherren als welche er Niclasen den Weissen	Niklas Weiss	m	 	 	 	 	 	 	 	 	Geschäftsherren	Geschaeftsherr	recipient	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
13	pe__konrad_hainpekch	Geschäftsherren Chunraten den Hainspekchen	Konrad Hainpekch	m	 	 	 	 	 	 	 	 	Geschäftsherren	Geschaeftsherr	recipient	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
14	pe__friedrich_dietram	Wiener Bürger Fridreichs des Dietrams	Friedrich Dietram Dietram	m	Wiener Bürger	Buerger_in	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
15	pe__michael_menschein	Wiener Bürger Michels des Mênscheins	Michael Menschein Menschein	m	Wiener Bürger	Buerger_in	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1484	1484	1401-02-17			False	 	1401		
16	pe__berthold_von_ellerbach_QGW_II_I_1485	Perichtolt von Ellerbach	Berthold von Ellerbach	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1485	1485	1401-03-25			False	 	1401		
17	pe__berthold_von_ellerbach_QGW_II_I_1485	Ausstellers	Berthold von Ellerbach	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1485	1485	1401-03-25			False	 	1401		
18	pe__burkhard_von_winden_QGW_II_I_1485	hern Purkcharts von Winden	Burkhard von Winden	m	hern	Herr	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1485	1485	1401-03-25			False	 	1401		
19	pe__simon_pairstetter	Simeon der Payrsteter, pharrer dacz sand Peter ze Wienn	Simon Pairstetter Pairstetter	m	 	 	 	 	 	 	 	 	pharrer	Pfarrer	issuer	#ev__QGW_II_I_1486_a	1486	1401-04-24			False	 	1401		
20	pe__konrad_vorlauf	Chunrat der Vorlauf, des rates der stat daselbs	Konrad Vorlauf Vorlauf	m	 	 	 	 	 	 	 	 	rates der stat daselbs	Ratsherr	issuer	#ev__QGW_II_I_1486_a	1486	1401-04-24			False	 	1401		
21	pe__ulrich_ekprecht	Ulreich der Ekkprecht bürger ze Wienn	Ulrich Ekprecht	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1486_a	1486	1401-04-24			False	 	1401		
22	pe__johann_von_ofen	Hanns von Ofen, bürger ze Wienn	Johann von Ofen von Ofen	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1486_a	1486	1401-04-24			False	 	1401		
23	pe__simon_pairstetter	Simeon der Payrsteter, pharrer dacz sand Peter ze Wienn	Simon Pairstetter Pairstetter	m	 	 	 	 	 	 	 	 	pharrer	Pfarrer	issuer	#ev__QGW_II_I_1486_b	1486	1401-04-24			False	 	1401		
24	pe__konrad_vorlauf	Chunrat der Vorlauf, des rates der stat daselbs	Konrad Vorlauf Vorlauf	m	 	 	 	 	 	 	 	 	rates der stat daselbs	Ratsherr	issuer	#ev__QGW_II_I_1486_b	1486	1401-04-24			False	 	1401		
25	pe__ulrich_ekprecht	Ulreich der Ekkprecht bürger ze Wienn	Ulrich Ekprecht	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1486_b	1486	1401-04-24			False	 	1401		
26	pe__johann_von_ofen	Hanns von Ofen, bürger ze Wienn	Johann von Ofen von Ofen	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1486_b	1486	1401-04-24			False	 	1401		
27	pe__wenzel_QGW_II_I_1487	Patriarch von Antiochia königliche Kanzler und Propst der Wissehrader Kirche Wenceslaus	Wenzel	m	 	 	 	 	 	 	 	 	Patriarch; königliche Kanzler; Propst	Partriarch; Kanzler; Propst	issuer	#ev__QGW_II_I_1487	1487	1401-04-25			False	 	1401		
28	pe__albrecht_iii_herzog_von_oesterreich	Herzog Albrecht von Oesterreich	Albrecht III	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1487	1487	1401-04-25			False	 	1401		
29	pe__bartholomaeus_wuerfel	Rectors derselben Bartholomeus dictus Würffel	Bartholomäus Würfel Würfel	m	 	 	 	 	 	 	 	 	Rectors	Rektor	recipient	#ev__QGW_II_I_1487	1487	1401-04-25			False	 	1401		
30	pe__wenzel_QGW_II_I_1487	Propstes	Wenzel	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1487	1487	1401-04-25			False	 	1401		
31	pe__johann_wlassivis	Johannes, Johannis de Wlassivis, clericus Pragensis diocesis publicus apostolica et imperiali auctoritate notarius	Johann Wlassivis	m	 	 	 	 	 	 	 	 	clericus; publicus apostolica; imperiali auctoritate notarius	Kleriker; publicus apostolica; Notar	witness	#ev__QGW_II_I_1487	1487	1401-04-25			False	 	1401		
32	pe__berthold_lang_QGW_II_I_1488	Perchtold der Lang, burgermaister	Berthold Lang	m	 	 	 	 	 	 	 	 	burgermaister	Buergermeister	None	#ev__QGW_II_I_1488	1488	1401-04-28			False	[datetime.date(1403, 9, 13)]	1401		
33	pe__johann_sachs	maister Hanns der Sachs, der maier anstatt	Johann Sachs	m	maister	Meister	 	 	maier	Meier	 	 	 	 	other	#ev__QGW_II_I_1488	1488	1401-04-28			False	 	1401		
34	pe__anna_QGW_II_I_1488_b	hausfraun stat Annen, Ulreichs seligen des schrannschreiber tochter tochter pei fraun Annen, seiner hausfraun	Anna Sachs	f	fraun	Frau	 	 	 	 	 	 	schrannschreiber	Schrannenschreiber	None	#ev__QGW_II_I_1488	1488	1401-04-28			False	 	1401		
35	pe__ulrich_der_schrannschreiber_QGW_II_I_1488	Ulreichs seligen des schrannschreiber	Ulrich der Schrannschreiber	m	 	 	 	 	 	 	 	 	schrannschreiber	Schrannenschreiber	None	#ev__QGW_II_I_1488	1488	1401-04-28			True	[datetime.date(1401, 4, 28)]	1401		
36	pe__anna_QGW_II_I_1488_a	fraun Annen, seiner hausfraun	Anna	f	fraun	Frau	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1488	1488	1401-04-28			False	 	1401		
37	pe__niklas_der_bogner_von_nikolsburg_QGW_II_I_1488	Niklas, der pogner von Nikolspurg, an statt	Niklas der Bogner von Niklosburg	m	 	 	 	 	pogner	Bogner	 	 	 	 	other	#ev__QGW_II_I_1488	1488	1401-04-28			False	 	1401		
38	pe__barbara_QGW_II_I_1488	hausfraun Barbaren, auch der egenanten Annen tochter tochter pei irem andern wirt Micheln seligen dem Selden	Barbara	f	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1488	1488	1401-04-28			False	 	1401		
39	pe__michael_seld	irem andern wirt Micheln seligen dem Selden	Michael Seld Seld	m	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1488	1488	1401-04-28			True	[datetime.date(1401, 4, 28)]	1401		
40	pe__simon_rorer_von_hebersdorf	Simon Rorer von Heberstorf, caplan in der purger Spital vor Chêrnertor ze Wienn ausrichter und volfu/erer des geschefts	Simon Rorer von Hebersdorf	m	 	 	 	 	 	 	 	 	caplan; ausrichter und volfu/erer des geschefts	Kaplan; Geschaeftsherr	issuer	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
41	pe__johann_chienast	Hanns der Chienast	Johann Chienast	m	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
42	pe__christian_duerr	Kristans des Dürren, perigmaister perigmaister herzog Wilhalms und herzog Albrechts	Christian Dürr	m	 	 	 	 	 	 	 	 	perigmaister; perigmaister	Bergmeister; Bergmeister	other	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
43	pe__wilhelm_herzog_von_oesterreich	herzog Wilhalms	Herzog Wilhelm	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
44	pe__albrecht_iv_herzog_von_oesterreich	herzog Albrechts	Herzog Albrecht IV	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
45	pe__andreas_QGW_II_I_1489	maister Andren, herzog Albrechts choch	Andreas	m	maister	Meister	 	 	 	 	choch	Koch	 	 	recipient	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
46	pe__albrecht_iv_herzog_von_oesterreich	herzog Albrechts	Herzog Albrecht IV	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
47	pe__ottilia_GQW_II_I_1489	hausfraun fraun Otilien	Ottilia	f	fraun	Frau	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
48	pe__christian_duerr	herzoglichen perkinsigil	Christian Dürr	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
49	pe__konrad_bei_dem_gottesacker	Chunrats bei dem Gotsakcher, des aussern rates der stat ze Wienn	Konrad bei dem Gottesacker	m	 	 	 	 	 	 	 	 	aussern rates der stat ze Wienn	Ratsherr_aeusserer	witness	#ev__QGW_II_I_1489	1489	1401-06-22			False	 	1401		
50	pe__stephan_nussdorfer	Stephan der Nusdorfer	Stephan Nussdorfer der Nussdorfer	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1490	1490	1401-07-09			False	 	1401		
51	pe__leb_QGW_II_I_1490	Bergmeisters Leben, des preuer von der Herren Alsse, pergmaister der geistleichen frown dacz sand Niclas var Stubentar ze Wienn	Leb der preuer von Hernals	m	 	 	 	 	 	 	 	 	pergmaister	Bergmeister	other	#ev__QGW_II_I_1490	1490	1401-07-09			False	 	1401		
52	pe__georg_nussdorfer	Vetter Jörg der Nustorfer selig weilnt des probsts schaffer dacz sand Stephan	Georg Nussdorfer Nussdorfer	m	 	 	 	 	 	 	 	 	schaffer	Schaffer	None	#ev__QGW_II_I_1490	1490	1401-07-09			True	[datetime.date(1401, 7, 9)]	1401		
53	pe__paul_chuenrauter	Wiener Bürger Pauln dem Chuenrauter	Paul Chuenrauter	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1490	1490	1401-07-09			False	 	1401		
54	pe__elisabeth_QGW_II_I_1490	Hausfrau Elspeten	Elisabeth Chuenrauter	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1490	1490	1401-07-09			False	 	1401		
55	pe__katharina_die_oederin	obersten Bergfrau swester Kathrein der Öderin, abptessin in sand Niclas chloster var Stubentar	Katharina die Öderin die Öderin	f	swester	Schwester	 	 	 	 	 	 	obersten Bergfrau; abptessin	oberster_Bergherr_frau; Abt_in	witness	#ev__QGW_II_I_1490	1490	1401-07-09			False	 	1401		
56	pe__georg_neuer	Wiener Bürgers Jörgen des Neuer	Georg Neuer Neuer	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1490	1490	1401-07-09			False	 	1401		
57	pe__michael_affer_QGW_II_I_1491	Michel der Affer, purger ze Wienn	Michael Affer	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1491	1491	1401-08-04			False	 	1401		
58	pe__christine_QGW_II_I_1491	Christein, seine Hausfrau	Christine Affer	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1491	1491	1401-08-04			False	 	1401		
59	pe__berthold_lang_QGW_II_I_1488	Bürgermeisters hern Perichtolden des Langen	Berthold Lang	m	hern	Herr	 	 	 	 	 	 	Bürgermeisters	Buergermeister	other	#ev__QGW_II_I_1491	1491	1401-08-04			False	[datetime.date(1403, 9, 13)]	1401		
60	pe__johann_muenich_QGW_II_I_1491	Wiener Bürger Hannsen dem Münich, dem pinter	Johann Muenich der Binder	m	 	 	 	 	pinter	Binder	 	 	 	 	recipient	#ev__QGW_II_I_1491	1491	1401-08-04			False	 	1401		
61	pe__anna_QGW_II_I_1491	Hausfrau Annen	Anna Muenich	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1491	1491	1401-08-04			False	 	1401		
62	pe__wenzel_QGW_II_I_1487	Patriarch von Antiochia königliche Kanzler und Propst der Wissehrader Kirche Wenceslaus	Wenzel	m	 	 	 	 	 	 	 	 	Patriarch; königliche Kanzler; Propst	Partriarch; Kanzler; Propst	issuer	#ev__QGW_II_I_1487	1492	1401-08-10			False	 	1401		
63	pe__albrecht_iii_herzog_von_oesterreich	Herzog Albrecht von Oesterreich	Albrecht III	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1487	1492	1401-08-10			False	 	1401		
64	pe__bartholomaeus_wuerfel	Rectors derselben Bartholomeus dictus Würffel	Bartholomäus Würfel Würfel	m	 	 	 	 	 	 	 	 	Rectors	Rektor	recipient	#ev__QGW_II_I_1487	1492	1401-08-10			False	 	1401		
65	pe__johann_sindram_von_heiligenstadt	magister Johannes Sinderami de Heligenstat	Johann Sindram von Heiligenstadt	m	magister	Magister	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1487	1492	1401-08-10			False	 	1401		
66	pe__johann_wlassivis	Mathias, quondam Duchconis de Cladna, clericus Pragensis diocesis, auctoritate imperiali notarius publicus	Johann Wlassivis	m	 	 	 	 	 	 	 	 	clericus	Kleriker	witness	#ev__QGW_II_I_1487	1492	1401-08-10			False	 	1401		
67	pe__margarethe_QGW_II_I_1494	Margret, witib Andres witib des Pierbaumer	Margarethe Pierbaumerin	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1494	1494	1401-09-06			False	[datetime.date(1401, 9, 22)]	1401		
68	pe__andreas_pierbaumer_QGW_II_I_1494	Andres witib des Pierbaumer	Andreas Pierbaumer	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1494	1494	1401-09-06			True	[datetime.date(1401, 9, 6)]	1401		
69	pe__otto_pierbaumer_QGW_II_I_1494	Ott der Pierbaumer, sein prueder	Otto Pierbaumer	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
70	pe__stephan_seifrid_QGW_II_I_1494	Stephan Seifrid von Wolmansperg	Stephan Seifrid von Wolmansperg	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
71	pe__christian_von_bierbaum_QGW_II_I_1494	Kristan von Pierbaum	Christian Bierbaum	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
72	pe__philipp_pivang_QGW_II_I_1494	Philipp Pivang daselbens	Philipp Pivang zu Bierbaum	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
73	pe__jakob_QGW_II_I_1494	Jacob, des Gastgeben sun von Neunburkch markthalben	Jakob Sohn des Gastgeb von Neunburkch markthalben	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
74	pe__herbert_in_der_scheffstraße	Herwarts in der Schefstrass ze Wienn, amptmann daselbens der hochgeporn fürstin fraun Beatricis von Nürnberkch, herzog Albrechts witiben	Herbert in der Scheffstraße in der Scheffstraße	m	hochgeporn; fürstin; fraun	hochgeboren; Fuerstin; Frau	 	 	 	 	 	 	amptmann	Amtmann	other	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
75	pe__beatrix_von_zollern_nuernberg	hochgeporn fürstin fraun Beatricis von Nürnberkch, herzog Albrechts witiben	Beatrix von Zollern Nürnberg von Zollern Nürnberg	f	hochgeporn; fürstin; fraun	hochgeboren; Fuerstin; Frau	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
76	pe__albrecht_iii_herzog_von_oesterreich	herzog Albrechts	Albrecht III	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
77	pe__martin_der_wachsgiesser_QGW_II_I_1494	Wiener Bürger Merten, dem wachsgiesser	Martin der Wachsgiesser	m	 	 	 	 	wachsgiesser	Wachsgiesser	 	 	 	 	recipient	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
78	pe__herbert_in_der_scheffstraße	Amtmannes	Herbert in der Scheffstraße in der Scheffstraße	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
79	pe__andreas_vischl	hern Andres des Vischel, des rates der stat ze Wienn	Andreas Vischl Vischl	m	hern	Herr	 	 	 	 	 	 	rates	Ratsherr	witness	#ev__QGW_II_I_1494	1494	1401-09-06			False	 	1401		
80	pe__agnes_QGW_II_I_1495	Angnes, Eberharts, des schuster wittib wittib	Agnes	f	 	 	 	 	schuster	Schuster	 	 	 	 	issuer	#ev__QGW_II_I_1495	1495	1401-09-20			False	 	1401		
81	pe__eberhard_der_schuster_QGW_II_I_1495	Eberharts, des schuster wittib	Eberhard der Schuster	m	 	 	 	 	schuster	Schuster	 	 	 	 	issuer	#ev__QGW_II_I_1495	1495	1401-09-20			True	[datetime.date(1401, 9, 20)]	1401		
82	pe__haunold_schuchler_II_QGW_II_I_1557	Stadtrichters hern Haunolts des Schüchler	Haunold Schuchler der Jüngere II	m	hern	Herr	 	 	 	 	 	 	Stadtrichters	Richter_Stadt	other	#ev__QGW_II_I_1495	1495	1401-09-20			False	 	1401		
83	pe__margarethe_chranvogelin	fraun Margreten, witiben Philipps witiben des Chranvogels	Margarethe Chranvogelin	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1495	1495	1401-09-20			False	 	1401		
84	pe__philipp_chranvogel	Philipps witiben des Chranvogels	Philipp Chranvogel	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1495	1495	1401-09-20			True	[datetime.date(1401, 9, 20)]	1401		
85	pe__friedrich_dietram	Wiener Bürgers Fridreichs des Dietrams	Friedrich Dietram Dietram	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1495	1495	1401-09-20			False	 	1401		
86	pe__hermann_swarz_QGW_II_I_1496	Herman der Swarz Stadtrat	Hermann Swarz	m	 	 	 	 	 	 	 	 	Stadtrat	Ratsherr	issuer	#ev__QGW_II_I_1496	1496	1401-09-22			False	 	1401		
87	pe__jakob_waicz	Jacob der Waicz, baid des rates der stat ze Wienn	Jakob Waicz Waicz	m	 	 	 	 	 	 	 	 	rates der stat	Ratsherr	issuer	#ev__QGW_II_I_1496	1496	1401-09-22			False	 	1401		
88	pe__ulrich_herwart	Ulreich der Herwart, statschreiber ze Wienn, anstatt	Ulrich Herwart	m	 	 	 	 	 	 	 	 	statschreiber	Stadtschreiber	recipient	#ev__QGW_II_I_1496	1496	1401-09-22			False	 	1401		
89	pe__ulrich_herwart_II_QGW_II_I_1496	unmündigen Sohnes Sohnes Ulreichs aus seiner Ehe frau mit fraun Margreten, Hannsen des Smerber got genad tochter tochter bei fraun Dorothen, seiner hausfraun got genad den allen got genad	Ulrich Herwart	m	fraun; fraun	Frau; Frau	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1496	1496	1401-09-22			False	 	1401		
90	pe__margarethe_QGW_II_I_1494	Ehe frau mit fraun Margreten, Hannsen des Smerber got genad tochter tochter bei fraun Dorothen, seiner hausfraun got genad den allen got genad	Margarethe Pierbaumerin	f	fraun; fraun	Frau; Frau	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1496	1496	1401-09-22			True	[datetime.date(1401, 9, 22)]	1401		
91	pe__johann_smerber_QGW_II_I_1496	Hannsen des Smerber got genad	Johann Smerber	m	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1496	1496	1401-09-22			True	[datetime.date(1401, 9, 22)]	1401		
92	pe__dorothea_QGW_II_I_1496	bei fraun Dorothen, seiner hausfraun got genad	Dorothea Smerber	f	fraun	Frau	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1496	1496	1401-09-22			True	[datetime.date(1401, 9, 22)]	1401		
93	pe__johann_milt_QGW_II_I_1496	Hanns der Milt, des egenanten Hannsen des Smerber sun sun auch bei der egenanten Dorothen	Johann Milt Smerber	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1496	1496	1401-09-22			False	 	1401		
94	pe__ulrich_warnhofer_QGW_II_I_1538	gesworn werichmann maister Ulreichs des Warnhofer	Ulrich Warnhofer der Maurer	m	maister	Meister	 	 	 	 	 	 	gesworn werichmann	Gewaehrsmann	other	#ev__QGW_II_I_1496	1496	1401-09-22			False	 	1401		
95	pe__peter_der_zimmermann_QGW_II_I_1538	gesworn werichmann maister Petreins, des zimermans	Peter der Zimmermann	m	maister	Meister	 	 	zimermans	Zimmermann	 	 	gesworn werichmann	Gewaehrsmann	other	#ev__QGW_II_I_1496	1496	1401-09-22			False	 	1401		
96	pe__hermann_swarz_QGW_II_I_1496	Ausstellern	Hermann Swarz	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1496	1496	1401-09-22			False	 	1401		
97	pe__jakob_waicz	Ausstellern	Jakob Waicz Waicz	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1496	1496	1401-09-22			False	 	1401		
98	pe__kunigunde_QGW_II_I_1497	Kunigunt, witib Albrechts witib, des smits	Kunigunde	f	 	 	 	 	smits	Schmied	 	 	 	 	issuer	#ev__QGW_II_I_1497	1497	1401-11-15			False	 	1401		
99	pe__albrecht_QGW_II_I_1497	Albrechts witib, des smits	Albrecht der Schmied	m	 	 	 	 	smits	Schmied	 	 	 	 	issuer	#ev__QGW_II_I_1497	1497	1401-11-15			False	 	1401		
100	pe__peter_QGW_II_I_1497	Peter, ir sun sun bei demselbn irm wirt	Peter	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1497	1497	1401-11-15			False	 	1401		
101	pe__paul_wuerfel	Bürgermeisters hern Pauln des Würffels	Paul Würfel Würfel	m	hern	Herr	 	 	 	 	 	 	Bürgermeisters	Buergermeister	other	#ev__QGW_II_I_1497	1497	1401-11-15			False	 	1401		
102	pe__friedrich_valich	Fridreichen dem Walichen	Friedrich Valich Valich	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1497	1497	1401-11-15			False	 	1401		
103	pe__friedrich_der_plattenschlaeger_QGW_II_I_1446	Wiener Bürgers Fridreichs, des plattner	Friedrich der plattenschläger der Plattenschläger	m	 	 	 	 	plattner	Plattner	 	 	 	 	witness	#ev__QGW_II_I_1497	1497	1401-11-15			False	 	1401		
104	pe__elisabeth_QGW_II_I_1498	Elspet, witib Ulreichs witib, des kerzenmacher	Elisabeth	f	 	 	 	 	kerzenmacher	Wachsgiesser	 	 	 	 	issuer	#ev__QGW_II_I_1498	1498	1401-12-14			False	 	1401		
105	pe__ulrich_QGW_II_I_1498	Ulreichs witib, des kerzenmacher	Ulrich der Kerzenmacher	m	 	 	 	 	kerzenmacher	Wachsgiesser	 	 	 	 	issuer	#ev__QGW_II_I_1498	1498	1401-12-14			False	 	1401		
106	pe__andreas_an_dem_st_petersfreithof	hern Andres an sand Peters freithof, amptman des hern Antonien, brobst dacz sand Steffan ze Wienn	Andreas an dem St Petersfreithof an dem St. Petersfreithof	m	hern; hern	Herr; Herr	 	 	 	 	 	 	amptman; brobst	Amtmann; Propst	other	#ev__QGW_II_I_1498	1498	1401-12-14			False	 	1401		
107	pe__anton_QGW_II_I_1223	hern Antonien, brobst dacz sand Steffan ze Wienn	Antonius	m	hern	Herr	 	 	 	 	 	 	brobst	Propst	other	#ev__QGW_II_I_1498	1498	1401-12-14			False	 	1401		
108	pe__kolomann_zistel	unmündigen Kolman, sun Seifrits sun des Zistels	Koloman Zistel	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1498	1498	1401-12-14			False	 	1401		
109	pe__siegfried_zistel	Seifrits sun des Zistels	Siegfried Zistel	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1498	1498	1401-12-14			False	 	1401		
110	pe__andreas_an_dem_st_petersfreithof	Amtmannes	Andreas an dem St Petersfreithof an dem St. Petersfreithof	m	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1498	1498	1401-12-14			False	 	1401		
111	pe__konrad_rampersdorfer	hern Chunrats des Ramperstorffer, des rats der stat ze Wienn	Konrad Rampersdorfer Rampersdorfer	m	hern	Herr	 	 	 	 	 	 	rats der stat ze Wienn	Ratsherr	None	#ev__QGW_II_I_1498	1498	1401-12-14			False	 	1401		
112	pe__dietrich_prenner	Dietreich der Prenner, mu/enzmeister ze Wienn	Dietrich Prenner Prenner	m	 	 	 	 	 	 	 	 	mu/enzmeister	Muenzmeister	issuer	#ev__QGW_II_I_1499	1499	1401-12-19			False	 	1401		
